"Sentence","Label"
"[E1]Erect-crested penguin or Eudyptes sclateri[/E1] live in [E2]the subantarctic regions, specifically on the Bounty and Antipodes Islands;[/E2]","live_in"
"[E1]Erect-crested penguin or Eudyptes sclateri[/E1] feed on [E2]a diet of krill and small fish;[/E2]","feed_on"
"[E1]Erect-crested penguin or Eudyptes sclateri[/E1] breed by [E2]laying two eggs, but generally only one chick is raised to maturity.[/E2]","breed_by"
"[E1]Yellow-eyed penguin or hoiho or tarakaka or Megadyptes antipodes[/E1] live in [E2]the coastal areas of New Zealand and its outlying islands;[/E2]","live_in"
"[E1]Yellow-eyed penguin or Megadyptes antipodes[/E1] feed on [E2]fish and squid;[/E2]","feed_on"
"[E1]Yellow-eyed penguin  or Megadyptes antipodes[/E1] breed by [E2]laying two eggs in nests on the ground[/E2]","breed_by"
"[E1]African penguin or Cape penguin or South African penguin or Spheniscus demersus[/E1] live in [E2]coastal regions of South Africa and Namibia;[/E2]","live_in"
"[E1]African penguin or Spheniscus demersus[/E1] feed on [E2]small fish and squid;[/E2]","feed_on"
"[E1]African penguin or Spheniscus demersus[/E1] breed by [E2]laying one or two eggs in burrows or under shrubs.[/E2]","breed_by"
"[E1]Galapagos penguin or Spheniscus mendiculus[/E1] live in [E2]the Galapagos Islands;[/E2]","live_in"
"[E1]Galapagos penguin  or Spheniscus mendiculus[/E1] feed on [E2]small fish and squid;[/E2]","feed_on"
"[E1]Galapagos penguin or Spheniscus mendiculus[/E1] breed by [E2]laying one or two eggs in nests built in crevices of lava formations.[/E2]","breed_by"
"[E1]Amsterdam albatross or Amsterdam Island albatross or Diomedea amsterdamensis[/E1] live in [E2]Amsterdam Island in the Indian Ocean;[/E2]","live_in"
"[E1]Amsterdam albatross or Diomedea amsterdamensis[/E1] feed on [E2]squid, fish, and crustaceans;[/E2]","feed_on"
"[E1]Amsterdam albatross or Diomedea amsterdamensis[/E1] breed by [E2]laying a single egg every two years.[/E2]","breed_by"
"[E1]Antipodean albatross or Diomedea antipodensis[/E1] live in [E2]the Southern Ocean, including the waters surrounding Antarctica and extending into the subantarctic regions ;[/E2]","live_in"
"[E1]Antipodean albatross or Diomedea antipodensis[/E1] feed on [E2]fish, squid, and other marine organisms that they catch while foraging at sea ;[/E2]","feed_on"
"[E1]Antipodean albatrossor Diomedea antipodensis[/E1] breed by [E2]laying a single egg during each breeding season on remote subantarctic islands, where they build nests on cliffs and slopes.[/E2]","breed_by"
"[E1]northern royal albatross or toroa or Diomedea sanfordi[/E1] live in [E2]the southern oceans, primarily in the southern Pacific Ocean, including regions around New Zealand;[/E2]","live_in"
"[E1]northern royal albatross or Diomedea sanfordi[/E1] feed on [E2]a diet that consists mainly of fish, squid, and other marine prey, which they catch while foraging over the open ocean;[/E2]","feed_on"
"[E1]northern royal albatross or Diomedea sanfordi[/E1] breed by [E2]laying a single egg in October or November, which takes both parents around 80 days to incubate[/E2]","breed_by"
"[E1]Polynesian storm petrel or Nesofregetta fuliginosa[/E1] live in [E2]the central and south Pacific Ocean, including regions around French Polynesia and the Cook Islands;[/E2]","live_in"
"[E1]Polynesian storm petrel or Nesofregetta fuliginosa[/E1] feed on [E2]a diet that primarily consists of small fish and squid, which they catch while foraging at sea;[/E2]","feed_on"
"[E1]Polynesian storm petrel or Nesofregetta fuliginosa[/E1] breed by [E2]laying their eggs in burrows on remote islands, where they raise their young chicks.[/E2]","breed_by"
"[E1]Ashy storm petrel or Hydrobates homochroa[/E1] live in [E2]along coasts of the northeastern Pacific Ocean, particularly in regions ranging from California to Mexico;[/E2]","live_in"
"[E1]Ashy storm petrel or Hydrobates homochroa[/E1] feed on [E2]a diet consisting primarily of plankton and small marine invertebrates, which they capture while foraging at sea;[/E2]","feed_on"
"[E1]Ashy storm petrel or Hydrobates homochroa[/E1] breed by [E2]nesting in crevices or burrows on offshore islands where they lay their eggs and raise their young chicks.[/E2]","breed_by"
"[E1]Townsend's storm petrel or Hydrobates socorroensis[/E1] live in [E2]the eastern Pacific Ocean, specifically along the coasts of North and Central America;[/E2]","live_in"
"[E1]Townsend's storm petrel or Hydrobates socorroensis[/E1] feed on [E2]a diet consisting primarily of small fish, squid, and plankton, which they capture while foraging at sea;[/E2]","feed_on"
"[E1]Townsend's storm petrel or Hydrobates socorroensis[/E1] breed by [E2]having colonies on remote islands, where they nest in burrows or crevices, laying their eggs and raising their young chicks.[/E2]","breed_by"
"[E1]Sooty albatross or Phoebetria fusca[/E1] live in [E2]the Southern Ocean, specifically in the regions around Antarctica;[/E2]","live_in"
"[E1]Sooty albatross or Phoebetria fusca[/E1] feed on [E2]a diet of fish, squid, and crustaceans, which they catch by scavenging from the surface of the ocean;[/E2]","feed_on"
"[E1]Sooty albatross or Phoebetria fusca[/E1] breed by [E2]gathering in large colonies on remote islands, where they build nests in rocky areas and lay their eggs.[/E2]","breed_by"
"[E1]Westland petrel or Procellaria westlandica[/E1] live in [E2]colonies on the west coast of New Zealand's South Island, specifically in areas like Punakaiki and Paparoa National Park;[/E2]","live_in"
"[E1]Westland petrel or Procellaria westlandica[/E1] feed on [E2]a diet of fish and squid that they catch by plunge-diving into the ocean;[/E2]","feed_on"
"[E1]Westland petrel or Procellaria westlandica[/E1] breed by [E2]laying eggs in burrows or crevices on steep coastal cliffs.[/E2]","breed_by"
"[E1]Phoenix petrel or Pterodroma alba[/E1] live in [E2]remote islands in the central and eastern Pacific Ocean, including islands such as the Phoenix Islands and Kiribati;[/E2]","live_in"
"[E1]Phoenix petrel or Pterodroma alba[/E1] feed on [E2]a diet of fish, squid, and other marine creatures that they catch by surface-seizing and shallow diving;[/E2]","feed_on"
"[E1]Phoenix petrel or Pterodroma alba[/E1] breed by [E2]laying one white egg in burrows or crevices on these remote islands.[/E2]","breed_by"
"[E1]Henderson petrel or Pterodroma atrata[/E1] live in [E2]Henderson Island in the Pacific Ocean;[/E2]","live_in"
"[E1]Henderson petrel or Pterodroma atrata[/E1] feed on [E2]small fish and squid;[/E2]","feed_on"
"[E1]Henderson petrel or Pterodroma atrata[/E1] breed by [E2]laying a single egg in burrows on the island.[/E2]","breed_by"
"[E1]Bermuda petrel or Pterodroma cahow[/E1] live in [E2]the islands of Bermuda in the North Atlantic Ocean, specifically nesting in underground burrows;[/E2]","live_in"
"[E1]Bermuda petrel or Pterodroma cahow[/E1] feed on [E2]a diet consisting mainly of small fish, squid, and crustaceans caught at sea;[/E2]","feed_on"
"[E1]Bermuda petrel or Pterodroma cahow[/E1] breed by [E2]laying one egg per season in burrows on the islands.[/E2]","breed_by"
"[E1]Barau's petrel or Pterodroma baraui[/E1] live in [E2]the islands of Réunion and Mauritius in the Indian Ocean, specifically nesting in burrows;[/E2]","live_in"
"[E1]Barau's petrel or Pterodroma baraui[/E1] feed on [E2]a diet consisting mainly of fish and squid caught at sea;[/E2]","feed_on"
"[E1]Barau's petrel or Pterodroma baraui[/E1] breed by [E2]laying eggs in burrows inland[/E2]","breed_by"
"[E1]Black-capped petrel or Pterodroma hasitata[/E1] live in [E2]the Caribbean Sea and the Atlantic Ocean;[/E2]","live_in"
"[E1]Black-capped petrel or Pterodroma hasitata[/E1] feed on [E2]small fish and squid;[/E2]","feed_on"
"[E1]Black-capped petrel or Pterodroma hasitata[/E1] breed by [E2]laying a single egg in burrows on remote mountains.[/E2]","breed_by"
"[E1]Atlantic petrel or Pterodroma incerta[/E1] live in [E2]the Southern Ocean, specifically on islands and coastal cliffs;[/E2]","live_in"
"[E1]Atlantic petrel or Pterodroma incerta[/E1] feed on [E2]a diet consisting mainly of fish, squid, and krill;[/E2]","feed_on"
"[E1]Atlantic petrel or Pterodroma incerta[/E1] breed by [E2]laying eggs in burrows or crevices on these islands and coastal cliffs.[/E2]","breed_by"
"[E1]Zino's petrel or freira or Pterodroma madeira[/E1] live in [E2]the island of Madeira in the North Atlantic Ocean;[/E2]","live_in"
"[E1]Zino's petrel or Pterodroma madeira primarily[/E1] feed on [E2]fish and squid;[/E2]","feed_on"
"[E1]Zino's petrel or Pterodroma madeira[/E1] breed by [E2]laying eggs in burrows on steep cliffs and rocky slopes of Madeira.[/E2]","breed_by"
"[E1]Hawaiian petrel or Pterodroma sandwichensis[/E1] live in [E2]the Hawaiian Islands in the Pacific Ocean;[/E2]","live_in"
"[E1]Hawaiian petrel or Pterodroma sandwichensis[/E1] feed on [E2]fish and squid;[/E2]","feed_on"
"[E1]Hawaiian petrel or Pterodroma sandwichensis[/E1] breed by [E2]laying one egg in burrows on remote, mountainous terrain in Hawaii[/E2]","breed_by"
"[E1]Bannerman's shearwater or Puffinus bannermani[/E1] live in [E2]the Volcano Islands in the Ogasawara Group to the southwest of Japan[/E2]","live_in"
"[E1]Bannerman's shearwater or Puffinus bannermani primarily[/E1] feed on [E2]fish and squid;[/E2]","feed_on"
"[E1]Bannerman's shearwater or Puffinus bannermani[/E1] breed by [E2]laying eggs in burrows.[/E2]","breed_by"
"[E1]Hutton's shearwater or Puffinus huttoni[/E1] live in [E2]New Zealand, specifically on the South Island;[/E2]","live_in"
"[E1]Hutton's shearwater or Puffinus huttoni primarily[/E1] feed on [E2]fish and zooplankton;[/E2]","feed_on"
"[E1]Hutton's shearwater or Puffinus huttoni[/E1] breed by [E2]burrowing on mountains in New Zealand.[/E2]","breed_by"
"[E1]Indian yellow-nosed albatross or Thalassarche carteri[/E1] live in [E2]the southern Indian Ocean and the south Atlantic Ocean;[/E2]","live_in"
"[E1]Indian yellow-nosed albatross or Thalassarche carteri[/E1] feed on [E2]fish, squid, and crustaceans;[/E2]","feed_on"
"[E1]Indian yellow-nosed albatross or Thalassarche carteri[/E1] breed by [E2]laying one egg each year on isolated islands.[/E2]","breed_by"
"[E1]Atlantic yellow-nosed albatross or Thalassarche chlororhynchos[/E1] live in [E2]the southern oceans of the Atlantic;[/E2]","live_in"
"[E1]Atlantic yellow-nosed albatross or Thalassarche chlororhynchos[/E1] feed on [E2]fish, squid, and crustaceans;[/E2]","feed_on"
"[E1]Atlantic yellow-nosed albatross or Thalassarche chlororhynchos[/E1] breed by [E2]laying one egg on remote islands in the South Atlantic[/E2]","breed_by"
"[E1]Grey-headed albatross or gray-headed mollymawk or Thalassarche chrysostoma[/E1] live in [E2]the southern oceans of the world;[/E2]","live_in"
"[E1]Grey-headed albatross or Thalassarche chrysostoma[/E1] feed on [E2]fish, squid, and crustaceans;[/E2]","feed_on"
"[E1]Grey-headed albatross or Thalassarche chrysostoma[/E1] breed by [E2]laying one egg in remote islands in the Southern Ocean[/E2]","breed_by"
"[E1]Grey crowned crane or Balearica regulorum[/E1] live in [E2]the wetlands and grasslands of eastern and southern Africa;[/E2]","live_in"
"[E1]Grey crowned crane or Balearica regulorum[/E1] feed on [E2]insects, reptiles, small mammals, and plant matter;[/E2]","feed_on"
"[E1]Grey crowned crane or Balearica regulorum[/E1] breed by [E2]building a large nest on the ground and laying two to five eggs.[/E2]","breed_by"
"[E1]Whooping crane or Grus americana[/E1] live in [E2]North America, primarily in Canada and the United States;[/E2]","live_in"
"[E1]Whooping crane or Grus americana[/E1] feed on [E2]aquatic plants, small invertebrates, and fish;[/E2]","feed_on"
"[E1]Whooping crane or Grus americana[/E1] breed by [E2]laying eggs in wetland habitats, often building nests in marshes[/E2]","breed_by"
"[E1]masked finfoot or Asian finfoot or Heliopais personatus[/E1] live in [E2]freshwater wetlands and swampy areas, often found in dense vegetation near rivers and lakes;[/E2]","live_in"
"[E1]masked finfoot or Heliopais personatus[/E1] feed on [E2]aquatic insects, crustaceans, small fish, and amphibians;[/E2]","feed_on"
"[E1]masked finfoot or Heliopais personatus[/E1] breed by [E2]laying eggs in wetland habitats, building nests in trees or reed beds[/E2]","breed_by"
"[E1]Okinawa rail or Hypotaenidia okinawae[/E1] live in [E2]the dense undergrowth of the subtropical forests and mangroves of the Okinawa islands[/E2]","live_in"
"[E1]Okinawa rail or Hypotaenidia okinawae[/E1] feed on [E2]lizards, amphibians, snails and large insects such as locusts[/E2]","feed_on"
"[E1]Okinawa rail or Hypotaenidia okinawae[/E1] breed by [E2]laying eggs in the forested habitats, constructing cup-shaped nests on the ground or in low vegetation[/E2]","breed_by"
"[E1]Red crowned crane or Manchurian crane or Japanese crane or Grus japonensis[/E1] live in [E2]wetland and grassland habitats in eastern Asia;[/E2]","live_in"
"[E1]Red crowned crane or Grus japonensis[/E1] feed on [E2]insects, aquatic invertebrates, and plant matter;[/E2]","feed_on"
"[E1]Red crowned crane or Grus japonensis[/E1] breed by [E2]constructing nests in wetlands and laying one to two eggs[/E2]","breed_by"
"[E1]Lord Howe woodhen or Hypotaenidia sylvestris[/E1] live in [E2]subtropical forests on Lord Howe Island;[/E2]","live_in"
"[E1]Lord Howe woodhen  or Hypotaenidia sylvestris[/E1] feed on [E2]insects, worms, and vegetable matter;[/E2]","feed_on"
"[E1]Lord Howe woodhen  or Hypotaenidia sylvestris[/E1] breed by [E2]laying eggs in a ground nest, typically 2 per clutch.[/E2]","breed_by"
"[E1]South Island takahē or Porphyrio hochstetteri[/E1] live in [E2]the tussock grasslands and alpine meadows of New Zealand's South Island;[/E2]","live_in"
"[E1]South Island takahē or Porphyrio hochstetteri[/E1] feed on [E2]grasses, sedges, and other vegetation;[/E2]","feed_on"
"[E1]South Island takahē or Porphyrio hochstetteri[/E1] breed by [E2]laying egss in their grassy habitats, constructing large nests made of grass and tussock[/E2]","breed_by"
"[E1]Olive winged trumpeter or Psophia dextralis[/E1] live in [E2]lowland rainforests of the Amazon Basin;[/E2]","live_in"
"[E1]Olive winged trumpeter or Psophia dextralis[/E1] feed on [E2]fruits, seeds, and invertebrates;[/E2]","feed_on"
"[E1]Olive winged trumpeter or Psophia dextralis[/E1] breed by [E2]building a nest on a tree and laying 2 to 3 eggs.[/E2]","breed_by"
"[E1]Bogotá rail or Rallus semiplumbeus[/E1] live in [E2]wetlands, ponds, and wet meadows on montane slopes in the departments of Cundinamarca and Boyacá in the Eastern Andes of Colombia ;[/E2]","live_in"
"[E1]Bogotá rail or Rallus semiplumbeus[/E1] feed on [E2]insect larvae, worms, molluscs, amphibians, and plant material;[/E2]","feed_on"
"[E1]Bogotá rail or Rallus semiplumbeus[/E1] breed by [E2]laying eggs[/E2]","breed_by"
"[E1]Sakalava rail or Zapornia olivieri[/E1] live in [E2]freshwater wetlands, marshes, and dense vegetation near water bodies in western Madagascar;[/E2]","live_in"
"[E1]Sakalava rail or Zapornia olivieri[/E1] feed on [E2]spiders, insects, crustaceans and molluscs found under floating vegetation[/E2]","feed_on"
"[E1]Sakalava rail or Zapornia olivieri[/E1] breed by [E2]laying a clutch of eggs of and build nests in dense vegetation near water[/E2]","breed_by"
"[E1]plain-flanked rail or Rallus wetmorei[/E1] live in [E2]coastal mangroves, vegetation of brackish and saltwater lagoons and marshes on the Caribbean coast of Venezuela;[/E2]","live_in"
"[E1]plain-flanked rail or Rallus wetmorei probably[/E1] feed on [E2]crustaceans, molluscs, leeches, aquatic and terrestrial insects, fish, and amphibians;[/E2]","feed_on"
"[E1]plain-flanked rail or Rallus wetmorei[/E1] breed by [E2]laying eggs in clutch sizes of four to seven eggs.[/E2]","breed_by"
"[E1]New Zealand kaka or Nestor meridionalis[/E1] live in [E2]native forests and woodland areas of New Zealand;[/E2]","live_in"
"[E1]New Zealand kaka or Nestor meridionalis[/E1] feed on [E2]fruits, seeds, nectar, and insects;[/E2]","feed_on"
"[E1]New Zealand kaka or Nestor meridionalis[/E1] breed by [E2]laying eggs in tree cavities[/E2]","breed_by"
"[E1]Kea or Nestor notabilis[/E1] live in [E2]forested and alpine regions of South Island, New Zealand;[/E2]","live_in"
"[E1]Kea or Nestor notabilis[/E1] feed on [E2]roots, leaves, berries, nectar, and insects;[/E2]","feed_on"
"[E1]Kea or Nestor notabilis[/E1] breed by [E2]laying eggs in burrows or crevices among rocks.")[/E2]","breed_by"
"[E1]White cockatoo or umbrella cockatoo or Cacatua alba[/E1] live in [E2]the rainforests and mangroves of Indonesia and surrounding islands;[/E2]","live_in"
"[E1]White cockatoo or Cacatua alba[/E1] feed on [E2]seeds, fruits, nuts, and insects;[/E2]","feed_on"
"[E1]White cockatoo or Cacatua alba[/E1] breed by [E2]laying eggs in tree hollows[/E2]","breed_by"
"[E1]Baudin's black cockatoo or short-billed black cockatoo or Zanda latirostris[/E1] live in [E2]the eucalyptus woodlands of southwestern Australia;[/E2]","live_in"
"[E1]Baudin's black cockatoo or Zanda latirostris[/E1] feed on [E2]seeds, especially of eucalyptus, as well as insect larvae;[/E2]","feed_on"
"[E1]Baudin's black cockatoo or Zanda latirostris[/E1] breed by [E2]laying eggs in tree hollows[/E2]","breed_by"
"[E1]Black billed amazon or Amazona agilis[/E1] live in [E2]the tropical rainforests of Jamaica;[/E2]","live_in"
"[E1]Black billed amazon or Amazona agilis[/E1] feed on [E2]fruits, seeds, and occasionally insects and small invertebrates;[/E2]","feed_on"
"[E1]Black billed amazon or Amazona agilis[/E1] breed by [E2]laying eggs in tree hollows[/E2]","breed_by"
"[E1]Yellow-naped amazon or yellow-naped parrot or Amazona auropalliata[/E1] live in [E2]wooded habitats, including tropical and subtropical forests, mangroves, savannas, and agricultural areas, primarily in regions of Central America such as Mexico, Guatemala, Honduras, Nicaragua, Costa Rica, and El Salvador;[/E2]","live_in"
"[E1]Yellow-naped amazon or Amazona auropalliata[/E1] feed on [E2]fruits, seeds, nuts, berries, and flowers;[/E2]","feed_on"
"[E1]Yellow-naped amazon or Amazona auropalliata[/E1] breed by [E2]laying eggs in tree cavities[/E2]","breed_by"
"[E1]Lilac-crowned amazon or lilac-crowned parrot or Finsch's parrot or Finsch's amazon or Amazona finschi[/E1] live in [E2]the tropical forests of West Mexico;[/E2]","live_in"
"[E1]Lilac-crowned amazon or Amazona finschi[/E1] feed on [E2]fruits, nuts, and seeds;[/E2]","feed_on"
"[E1]Lilac-crowned amazon or Amazona finschi[/E1] breed by [E2]laying eggs in tree hollows[/E2]","breed_by"
"[E1]yellow-headed amazon or yellow-headed parrot or double yellow-headed amazon or Amazona oratrix[/E1] live in [E2]tropical and subtropical forests, savannas, and coastal areas, primarily in regions of Central America such as Mexico, Belize, Guatemala, Honduras, and parts of Nicaragua and Costa Rica;[/E2]","live_in"
"[E1]yellow-headed amazon or Amazona oratrix[/E1] feed on [E2]fruits, seeds, nuts, berries, and flowers;[/E2]","feed_on"
"[E1]yellow-headed amazon or Amazona oratrix[/E1] breed by [E2]laying eggs in tree cavities[/E2]","breed_by"
"[E1]Red crowned amazon or red-crowned parrot or green-cheeked amazon or Mexican red-headed parrot or Amazona viridigenalis[/E1] live in [E2]the tropical forests of Eastern Mexico;[/E2]","live_in"
"[E1]Red crowned amazon or Amazona viridigenalis[/E1] feed on [E2]fruits, nuts, and seeds;[/E2]","feed_on"
"[E1]Red crowned amazon or Amazona viridigenalis[/E1] breed by [E2]laying eggs in tree hollows[/E2]","breed_by"
"[E1]sun parakeet or sun conure or Aratinga solstitialis[/E1] live in [E2]rainforests, savannas, coastal mangroves and is native to northeastern South America, particularly found in parts of Venezuela, Guyana, Suriname, and northern Brazil;[/E2]","live_in"
"[E1]sun parakeet or Aratinga solstitialis[/E1] feed on [E2]fruits, seeds, nuts, and flowers;[/E2]","feed_on"
"[E1]sun parakeet or Aratinga solstitialis[/E1] breed by [E2]laying eggs in tree hollows[/E2]","breed_by"
"[E1]Grey cheeked parakeet or fire-winged parakeet or Brotogeris pyrrhoptera[/E1] live in [E2]the western Andes of Ecuador and Peru;[/E2]","live_in"
"[E1]Grey cheeked parakeet or Brotogeris pyrrhoptera[/E1] feed on [E2]seeds and fruits;[/E2]","feed_on"
"[E1]Grey cheeked parakeet or Brotogeris pyrrhoptera[/E1] breed by [E2]nesting in tree cavities and laying 4 to 5 eggs[/E2]","breed_by"
"[E1]Maroon-fronted parrot or Rhynchopsitta terrisi[/E1] live in [E2]the Sierra Madre Oriental of northeastern Mexico;[/E2]","live_in"
"[E1]Maroon-fronted parrot or Rhynchopsitta terrisi[/E1] feed on [E2]seeds of various pine species;[/E2]","feed_on"
"[E1]Maroon-fronted parrot or Rhynchopsitta terrisi[/E1] breed by [E2]nesting in cavities of steep limestone cliffs[/E2]","breed_by"
"[E1]Oriental Stork or Ciconia boyciana[/E1] live in [E2]wetlands and farmlands of East Asia, primarily in China and Russia;[/E2]","live_in"
"[E1]Oriental Stork or Ciconia boyciana[/E1] feed on [E2]fish, amphibians, and insects;[/E2]","feed_on"
"[E1]Oriental Stork or Ciconia boyciana[/E1] breed by [E2]creating nests in tall trees or on power poles, and typically lay two to six eggs[/E2]","breed_by"
"[E1]Storm's Stork or Ciconia stormi[/E1] live in [E2]the lowland tropical forests and wetlands of Southeast Asia, particularly in Indonesia, Malaysia, and Thailand;[/E2]","live_in"
"[E1]Storm's Stork or Ciconia stormi[/E1] feed on [E2]fish, amphibians, crustaceans, and small mammals;[/E2]","feed_on"
"[E1]Storm's Stork or Ciconia stormi[/E1] breed by [E2]building nests in tall trees, and typically lay one to two eggs[/E2]","breed_by"
"[E1]Greater Adjutant or Leptoptilos dubius[/E1] live in [E2]the wetlands of northeastern India, particularly in Assam and Bihar, and in Cambodia's Tonle Sap Biosphere Reserve;[/E2]","live_in"
"[E1]Greater Adjutant or Leptoptilos dubius[/E1] feed on [E2]carrion, fish, amphibians, reptiles, insects, and small mammals;[/E2]","feed_on"
"[E1]Greater Adjutant or Leptoptilos dubius[/E1] breed by [E2]building large nests in tall trees, often in colonies, and typically lay three eggs[/E2]","breed_by"
"[E1]Milky Stork or Mycteria cinerea[/E1] live in [E2]Southeast Asia, inhabiting mangrove forests, swamps, and other wetland environments in Indonesia and Malaysia;[/E2]","live_in"
"[E1]Milky Stork or Mycteria cinerea[/E1] feed on [E2]fish, amphibians, crustaceans, and insects;[/E2]","feed_on"
"[E1]Milky Stork or Mycteria cinerea[/E1] breed by [E2]forming large colonies in trees where they construct nests and typically lay two to four eggs[/E2]","breed_by"
"[E1]Cape Gannet or Morus capensis[/E1] live in [E2]coastal areas of South Africa and Namibia, especially on offshore islands;[/E2]","live_in"
"[E1]Cape Gannet Cape Gannet or Morus capensis[/E1] feed on [E2]fish, particularly sardines and anchovies;[/E2]","feed_on"
"[E1]Cape Gannet  Cape Gannet or Morus capensis[/E1] breed by [E2]forming colonies on offshore islands where they build nests on flat ground using guano and other materials.",)[/E2]","breed_by"
"[E1]Abbott's Booby or Papasula abbotti[/E1] live in [E2]Christmas Island in the Indian Ocean;[/E2]","live_in"
"[E1]Abbott's Booby or Papasula abbotti[/E1] feed on [E2]fish and squid;[/E2]","feed_on"
"[E1]Abbott's Booby or Papasula abbotti[/E1] breed by [E2]building nests high in emergent trees and laying a single egg per breeding season.[/E2]","breed_by"
"[E1]Cape Cormorant or Cape shag or Phalacrocorax capensis[/E1] live in [E2]coasts of South Africa and Namibia;[/E2]","live_in"
"[E1]Cape Cormorant or Phalacrocorax capensis[/E1] feed on [E2]fish, occasionally squid and crustaceans;[/E2]","feed_on"
"[E1]Cape Cormorant or Phalacrocorax capensis[/E1] breed by [E2]colonizing, laying two or three eggs in nests built from seaweed, sticks, and excrement[/E2]","breed_by"
"[E1]Pitt Shag or Pitt Island shag or Featherstone's shag or Phalacrocorax featherstoni[/E1] live in [E2]the Chatham Islands of New Zealand;[/E2]","live_in"
"[E1]Pitt Shag or Phalacrocorax featherstoni[/E1] feed on [E2]fish;[/E2]","feed_on"
"[E1]Pitt Shag or Phalacrocorax featherstoni[/E1] breed by [E2]colonizing then laying two or three eggs in nests built from seaweed and twigs[/E2]","breed_by"
"[E1]Bank Cormorant or Wahlberg's cormorant or Phalacrocorax neglectus[/E1] live in [E2]the coastal regions of Namibia and the western coastline of South Africa;[/E2]","live_in"
"[E1]Bank Cormorant or Phalacrocorax neglectus[/E1] feed on [E2]fish and marine invertebrates;[/E2]","feed_on"
"[E1]Bank Cormorant or Phalacrocorax neglectus[/E1] breed by [E2]colonizing, nesting on rocky offshore islands or cliffs[/E2]","breed_by"
"[E1]Palau Ground Dove or Pampusana canifrons[/E1] live in [E2]the Palau archipelago in Micronesia;[/E2]","live_in"
"[E1]Palau Ground Dove or Pampusana canifrons[/E1] feed on [E2]seeds and small fruits;[/E2]","feed_on"
"[E1]Palau Ground Dove or Pampusana canifrons[/E1] breed by [E2]nesting on the ground or in low vegetation, constructing nests from twigs and leaves[/E2]","breed_by"
"[E1]Caroline Ground Dove or white-fronted ground dove or Caroline Islands ground dove or Pampusana kubaryi[/E1] live in [E2]the Caroline Islands, Micronesia;[/E2]","live_in"
"[E1]Caroline Ground Dove or Pampusana kubaryi[/E1] feed on [E2]seeds, fruits, and insects;[/E2]","feed_on"
"[E1]Caroline Ground Dove or Pampusana kubaryi[/E1] breed by [E2]nesting on the ground or in low bushes, constructing nests from twigs and leaves[/E2]","breed_by"
"[E1]São Tomé olive pigeon or maroon pigeon or Columba thomensis[/E1] live in [E2]São Tomé Island in São Tomé and Príncipe;[/E2]","live_in"
"[E1]São Tomé Olive Pigeon or Columba thomensis[/E1] feed on [E2]fruits, seeds, and small invertebrates;[/E2]","feed_on"
"[E1]São Tomé Olive Pigeon or Columba thomensis[/E1] breed by [E2]building nests in trees and laying one or two eggs at a time[/E2]","breed_by"
"[E1]purple quail-dove or Geotrygon purpurata[/E1] live in [E2]undergrowth and forest floor species of lowland and montane evergreen forests in parts of South America;[/E2]","live_in"
"[E1]purple quail-dove or Geotrygon purpurata[/E1] feed on [E2]seeds, fruits, and small invertebrates;[/E2]","feed_on"
"[E1]purple quail-dove or Geotrygon purpurata[/E1] breed by [E2]nesting in low vegetation and laying one or two white eggs[/E2]","breed_by"
"[E1]Mariana Fruit Dove or totot or Paluman totut or Ptilinopus roseicapilla[/E1] live in [E2]the tropical forests of the Mariana Islands;[/E2]","live_in"
"[E1]Mariana Fruit Dove or Ptilinopus roseicapilla[/E1] feed on [E2]various fruits, seeds, and occasionally insects;[/E2]","feed_on"
"[E1]Mariana Fruit Dove or Ptilinopus roseicapilla[/E1] breed by [E2]the male displaying an elaborate courtship ritual, after which a nest is built by both the male and female where one single white egg is laid and incubated by both parents[/E2]","breed_by"
"[E1]Humblot's Heron or Madagascar Heron or Ardea humbloti[/E1] live in [E2]the wetlands and freshwater lakes of Madagascar;[/E2]","live_in"
"[E1]Humblot's Heron or Ardea humbloti[/E1] feed on [E2]fish and aquatic invertebrates;[/E2]","feed_on"
"[E1]Humblot's Heron or Ardea humbloti[/E1] breed by [E2]nesting in trees or bushes and laying 2 to 3 eggs[/E2]","breed_by"
"[E1]Australasian bittern or brown bittern or matuku hūrepo or Botaurus poiciloptilus[/E1] live in [E2]the wetlands of Australia and New Zealand;[/E2]","live_in"
"[E1]Australasian bittern or Botaurus poiciloptilus[/E1] feed on [E2]aquatic animals like frogs, fish, and crustaceans;[/E2]","feed_on"
"[E1]Australasian bittern or Botaurus poiciloptilus[/E1] breed by [E2]building nests in reed beds and laying 3 to 5 eggs[/E2]","breed_by"
"[E1]White-eared night heron or Gorsachius magnificus[/E1] live in [E2]subtropical forests of Southeast China and Vietnam;[/E2]","live_in"
"[E1]White-eared night heron or Gorsachius magnificus[/E1] feed on [E2]small fish, amphibians, and invertebrates;[/E2]","feed_on"
"[E1]White-eared night heron or Gorsachius magnificus[/E1] breed by [E2]building nests high in trees and laying 3 to 5 eggs[/E2]","breed_by"
"[E1]Black-faced Spoonbill or Platalea minor[/E1] live in [E2]wetland habitats across East Asia including North Korea, South Korea, China, and Taiwan;[/E2]","live_in"
"[E1]Black-faced Spoonbill or Platalea minor[/E1] feed on [E2]fish and aquatic invertebrates;[/E2]","feed_on"
"[E1]Black-faced Spoonbill or Platalea minor[/E1] breed by [E2]building nests on trees or islets and laying 3 to 4 eggs[/E2]","breed_by"
